Partner ID,Field Partner Name,sector,Loan Theme ID,Loan Theme Type,country,forkiva,region,geocode_old,ISO,number,amount,LocationName,geocode,names,geo,lat,lon,mpi_region,mpi_geo,rural_pct
115,Vitas - Lebanon,General Financial Inclusion,a1050000005qjod,Higher Education,Lebanon,No,Hermel,,LBN,5,2875,"Hermel, Lebanon","[(34.3970516, 36.3871708)]",Hermel; Hermel; Beqaa Governorate; Lebanon,"(34.3970516, 36.3871708)",34.3970516,36.3871708,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005zHfM,Vulnerable Women,Lebanon,Yes,Hermel,,LBN,11,16225,"Hermel, Lebanon","[(34.3970516, 36.3871708)]",Hermel; Hermel; Beqaa Governorate; Lebanon,"(34.3970516, 36.3871708)",34.3970516,36.3871708,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Jbeil,,LBN,26,14400,"Jbeil, Lebanon","[(34.1230021, 35.6519282)]",Byblos; Jbeil; Mount Lebanon Governorate; Lebanon,"(34.1230021, 35.6519282)",34.1230021,35.6519282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005qjod,Higher Education,Lebanon,No,Jbeil,,LBN,12,7550,"Jbeil, Lebanon","[(34.1230021, 35.6519282)]",Byblos; Jbeil; Mount Lebanon Governorate; Lebanon,"(34.1230021, 35.6519282)",34.1230021,35.6519282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002YjG3,Vulnerable Women,Lebanon,No,Jbeil,,LBN,3,5050,"Jbeil, Lebanon","[(34.1230021, 35.6519282)]",Byblos; Jbeil; Mount Lebanon Governorate; Lebanon,"(34.1230021, 35.6519282)",34.1230021,35.6519282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000000PPDk,Higher Education,Lebanon,No,Jbeil,,LBN,2,1150,"Jbeil, Lebanon","[(34.1230021, 35.6519282)]",Byblos; Jbeil; Mount Lebanon Governorate; Lebanon,"(34.1230021, 35.6519282)",34.1230021,35.6519282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a10500000074iAo,Rural Inclusion,Lebanon,No,Jbeil,,LBN,1,650,"Jbeil, Lebanon","[(34.1230021, 35.6519282)]",Byblos; Jbeil; Mount Lebanon Governorate; Lebanon,"(34.1230021, 35.6519282)",34.1230021,35.6519282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005zHfM,Vulnerable Women,Lebanon,Yes,Jbeil,,LBN,2,2850,"Jbeil, Lebanon","[(34.1230021, 35.6519282)]",Byblos; Jbeil; Mount Lebanon Governorate; Lebanon,"(34.1230021, 35.6519282)",34.1230021,35.6519282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Kesserwan,,LBN,1,575,"Kesserwan, Lebanon","[(33.9843234, 35.634349)]",Kesrouane; Mount Lebanon Governorate; Lebanon,"(33.9843234, 35.634349)",33.9843234,35.634349,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005qjod,Higher Education,Lebanon,No,Kesserwan,,LBN,2,1150,"Kesserwan, Lebanon","[(33.9843234, 35.634349)]",Kesrouane; Mount Lebanon Governorate; Lebanon,"(33.9843234, 35.634349)",33.9843234,35.634349,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005qjod,Higher Education,Lebanon,No,Marjeoun,,LBN,10,10325,"Marjeoun, Lebanon","[(33.3594755, 35.5889282)]",Marjaayoun; Marjaayoun; Nabatiyeh Governorate; Lebanon,"(33.3594755, 35.5889282)",33.3594755,35.5889282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000000PPDk,Higher Education,Lebanon,No,Marjeoun,,LBN,4,2300,"Marjeoun, Lebanon","[(33.3594755, 35.5889282)]",Marjaayoun; Marjaayoun; Nabatiyeh Governorate; Lebanon,"(33.3594755, 35.5889282)",33.3594755,35.5889282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002YjG3,Vulnerable Women,Lebanon,No,Marjeoun,,LBN,27,18650,"Marjeoun, Lebanon","[(33.3594755, 35.5889282)]",Marjaayoun; Marjaayoun; Nabatiyeh Governorate; Lebanon,"(33.3594755, 35.5889282)",33.3594755,35.5889282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a10500000074iAo,Rural Inclusion,Lebanon,No,Marjeoun,,LBN,1,1050,"Marjeoun, Lebanon","[(33.3594755, 35.5889282)]",Marjaayoun; Marjaayoun; Nabatiyeh Governorate; Lebanon,"(33.3594755, 35.5889282)",33.3594755,35.5889282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Marjeoun,,LBN,25,16200,"Marjeoun, Lebanon","[(33.3594755, 35.5889282)]",Marjaayoun; Marjaayoun; Nabatiyeh Governorate; Lebanon,"(33.3594755, 35.5889282)",33.3594755,35.5889282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005zHfM,Vulnerable Women,Lebanon,Yes,Marjeoun,,LBN,88,63650,"Marjeoun, Lebanon","[(33.3594755, 35.5889282)]",Marjaayoun; Marjaayoun; Nabatiyeh Governorate; Lebanon,"(33.3594755, 35.5889282)",33.3594755,35.5889282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Menieh,,LBN,1,575,"Menieh, Lebanon","[(34.4788556, 35.9325815)]",Miniyeh; Minieh - Danniyeh; North Governorate; Lebanon,"(34.4788556, 35.9325815)",34.4788556,35.9325815,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Nabatieh AL Fawka,,LBN,1,575,"Nabatieh AL Fawka, Lebanon","[(33.4406978, 35.4970282)]",Houmine El Faouqa; Nabatiyeh; South Governorate; Lebanon,"(33.4406978, 35.4970282)",33.4406978,35.4970282,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005qjod,Higher Education,Lebanon,No,Nabatieh,,LBN,8,9925,"Nabatieh, Lebanon","[(33.3771898, 35.4835902)]",Nabatieh; Nabatiyeh; Nabatiyeh Governorate; Lebanon,"(33.3771898, 35.4835902)",33.3771898,35.4835902,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a10500000074iBN,Startup (Youth),Lebanon,No,Nabatieh,,LBN,1,1050,"Nabatieh, Lebanon","[(33.3771898, 35.4835902)]",Nabatieh; Nabatiyeh; Nabatiyeh Governorate; Lebanon,"(33.3771898, 35.4835902)",33.3771898,35.4835902,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005zHfM,Vulnerable Women,Lebanon,Yes,Nabatieh,,LBN,15,15600,"Nabatieh, Lebanon","[(33.3771898, 35.4835902)]",Nabatieh; Nabatiyeh; Nabatiyeh Governorate; Lebanon,"(33.3771898, 35.4835902)",33.3771898,35.4835902,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000000PPDk,Higher Education,Lebanon,No,Nabatieh,,LBN,1,575,"Nabatieh, Lebanon","[(33.3771898, 35.4835902)]",Nabatieh; Nabatiyeh; Nabatiyeh Governorate; Lebanon,"(33.3771898, 35.4835902)",33.3771898,35.4835902,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a10500000074iAo,Rural Inclusion,Lebanon,No,Nabatieh,,LBN,7,6750,"Nabatieh, Lebanon","[(33.3771898, 35.4835902)]",Nabatieh; Nabatiyeh; Nabatiyeh Governorate; Lebanon,"(33.3771898, 35.4835902)",33.3771898,35.4835902,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002YjG3,Vulnerable Women,Lebanon,No,Nabatieh,,LBN,1,350,"Nabatieh, Lebanon","[(33.3771898, 35.4835902)]",Nabatieh; Nabatiyeh; Nabatiyeh Governorate; Lebanon,"(33.3771898, 35.4835902)",33.3771898,35.4835902,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Nabatieh,,LBN,18,10350,"Nabatieh, Lebanon","[(33.3771898, 35.4835902)]",Nabatieh; Nabatiyeh; Nabatiyeh Governorate; Lebanon,"(33.3771898, 35.4835902)",33.3771898,35.4835902,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005zHfM,Vulnerable Women,Lebanon,Yes,Rachaya,,LBN,2,1500,"Rachaya, Lebanon","[(33.5267308, 35.808128)]",Rachaiya; Rachaiya; Beqaa Governorate; Lebanon,"(33.5267308, 35.808128)",33.5267308,35.808128,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000000PPDk,Higher Education,Lebanon,No,Rachaya,,LBN,1,575,"Rachaya, Lebanon","[(33.5267308, 35.808128)]",Rachaiya; Rachaiya; Beqaa Governorate; Lebanon,"(33.5267308, 35.808128)",33.5267308,35.808128,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Rachaya,,LBN,13,7475,"Rachaya, Lebanon","[(33.5267308, 35.808128)]",Rachaiya; Rachaiya; Beqaa Governorate; Lebanon,"(33.5267308, 35.808128)",33.5267308,35.808128,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a10500000074iAo,Rural Inclusion,Lebanon,No,Saida,"(33.5630556, 35.3688889)",LBN,3,2850,"Saida, Lebanon","[(33.5570691, 35.372948)]",Sidon; Saida; South Governorate; Lebanon,"(33.5570691, 35.372948)",33.5570691,35.372948,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Saida,"(33.5630556, 35.3688889)",LBN,3,1725,"Saida, Lebanon","[(33.5570691, 35.372948)]",Sidon; Saida; South Governorate; Lebanon,"(33.5570691, 35.372948)",33.5570691,35.372948,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005zHfM,Vulnerable Women,Lebanon,Yes,Saida,"(33.5630556, 35.3688889)",LBN,3,4500,"Saida, Lebanon","[(33.5570691, 35.372948)]",Sidon; Saida; South Governorate; Lebanon,"(33.5570691, 35.372948)",33.5570691,35.372948,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000000wf0M,General,Lebanon,No,Saida,"(33.5630556, 35.3688889)",LBN,1,650,"Saida, Lebanon","[(33.5570691, 35.372948)]",Sidon; Saida; South Governorate; Lebanon,"(33.5570691, 35.372948)",33.5570691,35.372948,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005qjod,Higher Education,Lebanon,No,Tripoli,,LBN,2,1150,"Tripoli, Lebanon","[(34.4345947, 35.8361633)]",Tripoli; Tripoli; North Governorate; Lebanon,"(34.4345947, 35.8361633)",34.434594700000005,35.8361633,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000000PPDk,Higher Education,Lebanon,No,Tripoli,,LBN,1,575,"Tripoli, Lebanon","[(34.4345947, 35.8361633)]",Tripoli; Tripoli; North Governorate; Lebanon,"(34.4345947, 35.8361633)",34.434594700000005,35.8361633,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Tripoli,,LBN,34,19550,"Tripoli, Lebanon","[(34.4345947, 35.8361633)]",Tripoli; Tripoli; North Governorate; Lebanon,"(34.4345947, 35.8361633)",34.434594700000005,35.8361633,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a10500000074iAo,Rural Inclusion,Lebanon,No,Tyr,"(33.2733333, 35.1938889)",LBN,3,3150,"Tyr, Lebanon","[(33.2704888, 35.2037641)]",Tyre; Tyre; South Governorate; Lebanon,"(33.2704888, 35.2037641)",33.2704888,35.2037641,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005qjod,Higher Education,Lebanon,No,Tyr,"(33.2733333, 35.1938889)",LBN,5,6350,"Tyr, Lebanon","[(33.2704888, 35.2037641)]",Tyre; Tyre; South Governorate; Lebanon,"(33.2704888, 35.2037641)",33.2704888,35.2037641,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005zHfM,Vulnerable Women,Lebanon,Yes,Tyr,"(33.2733333, 35.1938889)",LBN,7,6500,"Tyr, Lebanon","[(33.2704888, 35.2037641)]",Tyre; Tyre; South Governorate; Lebanon,"(33.2704888, 35.2037641)",33.2704888,35.2037641,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Tyr,"(33.2733333, 35.1938889)",LBN,58,40825,"Tyr, Lebanon","[(33.2704888, 35.2037641)]",Tyre; Tyre; South Governorate; Lebanon,"(33.2704888, 35.2037641)",33.2704888,35.2037641,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Tyre,,LBN,1,575,"Tyre, Lebanon","[(33.2704888, 35.2037641)]",Tyre; Tyre; South Governorate; Lebanon,"(33.2704888, 35.2037641)",33.2704888,35.2037641,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000005zHfM,Vulnerable Women,Lebanon,Yes,Zahle,,LBN,22,31475,"Zahle, Lebanon","[(33.8462304, 35.9019775)]",ZahlÍ©; ZahlÍ©; Beqaa Governorate; Lebanon,"(33.8462304, 35.9019775)",33.8462304,35.9019775,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a10500000074iAo,Rural Inclusion,Lebanon,No,Zahle,,LBN,5,5250,"Zahle, Lebanon","[(33.8462304, 35.9019775)]",ZahlÍ©; ZahlÍ©; Beqaa Governorate; Lebanon,"(33.8462304, 35.9019775)",33.8462304,35.9019775,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Zahle,,LBN,39,25250,"Zahle, Lebanon","[(33.8462304, 35.9019775)]",ZahlÍ©; ZahlÍ©; Beqaa Governorate; Lebanon,"(33.8462304, 35.9019775)",33.8462304,35.9019775,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000000PPDk,Higher Education,Lebanon,No,Zahle,,LBN,2,1150,"Zahle, Lebanon","[(33.8462304, 35.9019775)]",ZahlÍ©; ZahlÍ©; Beqaa Governorate; Lebanon,"(33.8462304, 35.9019775)",33.8462304,35.9019775,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Zgharta,,LBN,2,1150,"Zgharta, Lebanon","[(34.3963158, 35.8958444)]",Zgharta; Zgharta; North Governorate; Lebanon,"(34.3963158, 35.8958444)",34.3963158,35.89584439999999,LBN,,77.0
115,Vitas - Lebanon,General Financial Inclusion,a1050000002Yj3i,Primary/Secondary Education,Lebanon,No,Zouk Mekayel,,LBN,1,575,"Zouk Mekayel, Lebanon","[(33.9703275, 35.6206146)]",Zouk Mikael; Kesrouane; Mount Lebanon Governorate; Lebanon,"(33.9703275, 35.6206146)",33.9703275,35.6206146,LBN,,77.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,Byumba,,RWA,2067,356975,"Byumba, Rwanda","[(-1.5791079, 30.0694123)]",Byumba; Byumba; Northern Province; Rwanda,"(-1.5791079, 30.0694123)",-1.5791079,30.069412300000003,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000si8C,Agriculture,Rwanda,No,Byumba,,RWA,389,66050,"Byumba, Rwanda","[(-1.5791079, 30.0694123)]",Byumba; Byumba; Northern Province; Rwanda,"(-1.5791079, 30.0694123)",-1.5791079,30.069412300000003,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,Gakenke,,RWA,276,52075,"Gakenke, Rwanda","[(-1.6908586, 29.8352303)]",Gakenke; Northern Province; Rwanda,"(-1.6908586, 29.8352303)",-1.6908586,29.835230300000006,"East, Rwanda","(-1.940278, 29.873888)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,Gicumbi,,RWA,822,138975,"Gicumbi, Rwanda","[(-1.591757, 30.053885)]",Kibali; Byumba; Northern Province; Rwanda,"(-1.591757, 30.053885)",-1.591757,30.053885,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000si8C,Agriculture,Rwanda,No,Gicumbi,,RWA,33,4525,"Gicumbi, Rwanda","[(-1.591757, 30.053885)]",Kibali; Byumba; Northern Province; Rwanda,"(-1.591757, 30.053885)",-1.591757,30.053885,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,KABARORE,,RWA,600,136625,"KABARORE, Rwanda","[(-1.6203261, 30.3867834)]",Kabarore; Gatsibo; Eastern Province; Rwanda,"(-1.6203261, 30.3867834)",-1.6203261,30.3867834,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,Kabuga,,RWA,929,197500,"Kabuga, Rwanda","[(-1.9769864, 30.2224227)]",Kabuga; Kicukiro; Kigali City; Rwanda,"(-1.9769864, 30.2224227)",-1.9769864,30.222422700000006,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,Kigali,"(-1.9536111, 30.0605556)",RWA,2697,835475,"Kigali, Rwanda","[(-1.9705786, 30.1044288)]",Kigali; Gasabo; Kigali City; Rwanda,"(-1.9705786, 30.1044288)",-1.9705786,30.1044288,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,Muhanga,,RWA,1387,238850,"Muhanga, Rwanda","[(-1.8967974, 29.742604)]",Muhanga; Southern Province; Rwanda,"(-1.8967974, 29.742604)",-1.8967974,29.742604,"East, Rwanda","(-1.940278, 29.873888)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000si8C,Agriculture,Rwanda,No,Muhanga,,RWA,22,4875,"Muhanga, Rwanda","[(-1.8967974, 29.742604)]",Muhanga; Southern Province; Rwanda,"(-1.8967974, 29.742604)",-1.8967974,29.742604,"East, Rwanda","(-1.940278, 29.873888)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,Musanze,,RWA,1377,388900,"Musanze, Rwanda","[(-1.5034616, 29.6325305)]",Ruhengeri; Musanze; Northern Province; Rwanda,"(-1.5034616, 29.6325305)",-1.5034616000000005,29.6325305,"North, Rwanda","(-1.5009963, 29.6384954)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000si8C,Agriculture,Rwanda,No,Musanze,,RWA,1,600,"Musanze, Rwanda","[(-1.5034616, 29.6325305)]",Ruhengeri; Musanze; Northern Province; Rwanda,"(-1.5034616, 29.6325305)",-1.5034616000000005,29.6325305,"North, Rwanda","(-1.5009963, 29.6384954)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,NGENDA,,RWA,537,75425,"NGENDA, Rwanda","[(-2.3038053, 30.0520793)]",Ngenda; Bugesera; Eastern Province; Rwanda,"(-2.3038053, 30.0520793)",-2.3038053,30.0520793,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000si8C,Agriculture,Rwanda,No,NGENDA,,RWA,62,11550,"NGENDA, Rwanda","[(-2.3038053, 30.0520793)]",Ngenda; Bugesera; Eastern Province; Rwanda,"(-2.3038053, 30.0520793)",-2.3038053,30.0520793,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,NYARUGURU,,RWA,220,19650,"NYARUGURU, Rwanda","[(-2.662764300000001, 29.464359)]",Nyaruguru; Southern Province; Rwanda,"(-2.662764300000001, 29.464359)",-2.6627643,29.464359,"West, Rwanda","(-2.07649, 29.3250347)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000si8C,Agriculture,Rwanda,No,NYARUGURU,,RWA,10,1025,"NYARUGURU, Rwanda","[(-2.662764300000001, 29.464359)]",Nyaruguru; Southern Province; Rwanda,"(-2.662764300000001, 29.464359)",-2.6627643,29.464359,"West, Rwanda","(-2.07649, 29.3250347)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000si8C,Agriculture,Rwanda,No,Nyamagabe,,RWA,11,1775,"Nyamagabe, Rwanda","[(-2.4538548, 29.464359)]",Nyamagabe; Southern Province; Rwanda,"(-2.4538548, 29.464359)",-2.4538548,29.464359,"West, Rwanda","(-2.07649, 29.3250347)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,Nyamagabe,,RWA,1252,204700,"Nyamagabe, Rwanda","[(-2.4538548, 29.464359)]",Nyamagabe; Southern Province; Rwanda,"(-2.4538548, 29.464359)",-2.4538548,29.464359,"West, Rwanda","(-2.07649, 29.3250347)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,Nyamata,,RWA,915,144225,"Nyamata, Rwanda","[(-2.2072299, 30.144496)]",Nyamata; Bugesera; Eastern Province; Rwanda,"(-2.2072299, 30.144496)",-2.2072299,30.144496000000004,"Kigali City, Rwanda","(-1.9705786, 30.1044288)",99.0
117,VisionFund Rwanda,General Financial Inclusion,a1050000000wf0O,General,Rwanda,No,maraba,,RWA,142,37800,"maraba, Rwanda","[(-2.521097, 29.6861296)]",Maraba; Huye; Southern Province; Rwanda,"(-2.521097, 29.6861296)",-2.521097,29.686129600000005,"West, Rwanda","(-2.07649, 29.3250347)",99.0
118,Prisma Honduras,General Financial Inclusion,a1050000000PNZg,Green,Honduras,Yes,Choluteca,"(13.3333333, -87.0833333)",HND,32,22950,"Choluteca, Honduras","[(13.4726005, -86.4592091)]",Madriz Department; Nicaragua,"(13.4726005, -86.4592091)",13.4726005,-86.4592091,"Choluteca, Honduras","(13.4726005, -86.4592091)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000wf0P,General,Honduras,No,Choluteca,"(13.3333333, -87.0833333)",HND,179,84025,"Choluteca, Honduras","[(13.4726005, -86.4592091)]",Madriz Department; Nicaragua,"(13.4726005, -86.4592091)",13.4726005,-86.4592091,"Choluteca, Honduras","(13.4726005, -86.4592091)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000007QOaK,Agriculture,Honduras,No,Danli,"(14.0333333, -86.5833333)",HND,84,51725,"Danli, Honduras","[(14.0410953, -86.5703554)]",Danli; El ParaÍ_so Department; Honduras,"(14.0410953, -86.5703554)",14.0410953,-86.5703554,"Choluteca, Honduras","(13.4726005, -86.4592091)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000PNZg,Green,Honduras,Yes,Danli,"(14.0333333, -86.5833333)",HND,87,46550,"Danli, Honduras","[(14.0410953, -86.5703554)]",Danli; El ParaÍ_so Department; Honduras,"(14.0410953, -86.5703554)",14.0410953,-86.5703554,"Choluteca, Honduras","(13.4726005, -86.4592091)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000wf0P,General,Honduras,No,Danli,"(14.0333333, -86.5833333)",HND,252,133575,"Danli, Honduras","[(14.0410953, -86.5703554)]",Danli; El ParaÍ_so Department; Honduras,"(14.0410953, -86.5703554)",14.0410953,-86.5703554,"Choluteca, Honduras","(13.4726005, -86.4592091)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000wf0P,General,Honduras,No,NACAHOME,,HND,1,375,"NACAHOME, Honduras","[(13.5369065, -87.485158)]",Nacaome; Valle Department; Honduras,"(13.5369065, -87.485158)",13.5369065,-87.485158,"Valle, Honduras","(13.5782936, -87.5791287)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000wf0P,General,Honduras,No,"Palestina,Trojes",,HND,7,5275,"Palestina,Trojes, Honduras",,,"(1000.0, 1000.0)",,,HND,,90.0
118,Prisma Honduras,General Financial Inclusion,a1050000007QOaK,Agriculture,Honduras,No,"Palestina,Trojes",,HND,1,650,"Palestina,Trojes, Honduras",,,"(1000.0, 1000.0)",,,HND,,90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000PNZg,Green,Honduras,Yes,"Palestina,Trojes",,HND,9,5175,"Palestina,Trojes, Honduras",,,"(1000.0, 1000.0)",,,HND,,90.0
118,Prisma Honduras,General Financial Inclusion,a1050000007QOaK,Agriculture,Honduras,No,"Patuca, Olancho",,HND,58,31650,"Patuca, Olancho, Honduras","[(15.0471539, -85.1257759)]",Rio Patuca; Honduras,"(15.0471539, -85.1257759)",15.0471539,-85.12577590000002,"Olancho, Honduras","(14.8067406, -85.76666449999999)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000PNZg,Green,Honduras,Yes,"Patuca, Olancho",,HND,4,2650,"Patuca, Olancho, Honduras","[(15.0471539, -85.1257759)]",Rio Patuca; Honduras,"(15.0471539, -85.1257759)",15.0471539,-85.12577590000002,"Olancho, Honduras","(14.8067406, -85.76666449999999)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000wf0P,General,Honduras,No,"Patuca, Olancho",,HND,49,40925,"Patuca, Olancho, Honduras","[(15.0471539, -85.1257759)]",Rio Patuca; Honduras,"(15.0471539, -85.1257759)",15.0471539,-85.12577590000002,"Olancho, Honduras","(14.8067406, -85.76666449999999)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000007QOaK,Agriculture,Honduras,No,PeÍ±a Blanca,,HND,59,35050,"PeÍ±a Blanca, Honduras","[(14.9712895, -88.0265257)]",PeÍ±a Blanca; Santa Cruz de Yojoa; Departamento de CortÍ©s; Honduras,"(14.9712895, -88.0265257)",14.9712895,-88.0265257,"Comayagua, Honduras","(14.4490149, -87.6482474)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000wf0P,General,Honduras,No,PeÍ±a Blanca,,HND,60,38300,"PeÍ±a Blanca, Honduras","[(14.9712895, -88.0265257)]",PeÍ±a Blanca; Santa Cruz de Yojoa; Departamento de CortÍ©s; Honduras,"(14.9712895, -88.0265257)",14.9712895,-88.0265257,"Comayagua, Honduras","(14.4490149, -87.6482474)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000wf0P,General,Honduras,No,San Lorenzo,"(13.4166667, -87.45)",HND,650,356350,"San Lorenzo, Honduras","[(13.4326204, -87.45544319999999)]",San Lorenzo; Valle Department; Honduras,"(13.4326204, -87.45544319999999)",13.4326204,-87.4554432,"Valle, Honduras","(13.5782936, -87.5791287)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000007QOaK,Agriculture,Honduras,No,San Lorenzo,"(13.4166667, -87.45)",HND,9,4250,"San Lorenzo, Honduras","[(13.4326204, -87.45544319999999)]",San Lorenzo; Valle Department; Honduras,"(13.4326204, -87.45544319999999)",13.4326204,-87.4554432,"Valle, Honduras","(13.5782936, -87.5791287)",90.0
118,Prisma Honduras,General Financial Inclusion,a1050000000PNZg,Green,Honduras,Yes,San Lorenzo,"(13.4166667, -87.45)",HND,6,4150,"San Lorenzo, Honduras","[(13.4326204, -87.45544319999999)]",San Lorenzo; Valle Department; Honduras,"(13.4326204, -87.45544319999999)",13.4326204,-87.4554432,"Valle, Honduras","(13.5782936, -87.5791287)",90.0
